,PC1,PC2,PC3,PC4,PC5
energy_per_capita,0.31882476424716744,0.5834223559167091,0.46138601990017486,-0.5872479901719736,-0.015227048269041341
log_gdp_per_capita,0.5132087367362881,0.27543343242692064,0.27142047216719933,0.7640090162963129,0.05808930319381795
log_population,-0.38727089067174003,-0.3627578305970269,0.8426611038740731,0.09133128933777752,0.002978789096888039
fossil_share_energy,-0.5006667388586107,0.4627693763216271,-0.04770608814499955,0.1318372161168386,0.717997492015146
renewables_share_energy,0.4840678011180691,-0.48785862665074675,0.03317018391326981,-0.21379327653455044,0.6934439401501363
